iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,poblacion,densidad_poblacion,tmax_lag1,tmax_lag2,tmax_lag3,tmax_lag4,tmax_lag5,tmax_lag6,tmin_lag1,tmin_lag2,tmin_lag3,tmin_lag4,tmin_lag5,tmin_lag6,precipitacion_lag1,precipitacion_lag2,precipitacion_lag3,precipitacion_lag4,precipitacion_lag5,precipitacion_lag6,humedad_lag1,humedad_lag2,humedad_lag3,humedad_lag4,humedad_lag5,humedad_lag6,incidencia_lag1,incidencia_lag2,incidencia_lag3,incidencia_lag4,incidencia_lag5,incidencia_lag6,incidencia_lag7,incidencia_lag8,incidencia_lag9,incidencia_lag10,incidencia_lag11,incidencia_lag12,incidencia_roll3,incidencia_roll6,incidencia_roll12,mes_sin,mes_cos,indicador_covid,indicador_nino,indicador_nina,incidencia_vecinos_lag1,incidencia_vecinos_lag2,incidencia_vecinos_lag3,incidencia_vecinos_lag4,incidencia_vecinos_lag5,incidencia_vecinos_lag6,amplitud_termica,temperatura_media,precipitacion_anomalia,aceleracion_incidencia,cambio_interanual,tendencia_1m,tendencia_3m,fase_ascendente,indicador_brote,pais_ARG,pais_BOL,pais_BRA,pais_COL,pais_ECU,pais_MEX,pais_PAN,pais_PER
COL,Colombia,CHOCO,2017,9,6,1.146,95.6178,29.43,22.14,20.36,94.51,523568,11.2523,29.27,29.38,29.15,29.5,30.13,30.7,21.44,21.8,21.09,21.68,21.73,21.51,20.69,35.77,23.99,21.58,13.24,20.2,93.59,94.06,94.04,93.26,92.3,91.76,0.5675839575845996,0.7636056442085067,0.7636056442085067,0.848868055556721,0.5675839575845996,0.848868055556721,1.0002641656503337,0.7636056442085067,0.5770627015391433,1.014034312192812,0.9406320632603132,1.5494118614384031,0.702437227467038,0.7334890598433231,0.8881244263255813,-1.0,-1.8369701987210297e-16,0,0,0,1.1510676853309467,1.4691561683187553,1.117957294931886,1.2439720604897888,1.3325506986099442,1.2789967853867985,7.289999999999999,25.785,0.8583333333333307,-0.19602168662390718,-0.9818279038538036,-0.11782482133886796,-0.11782482133886796,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2017,10,5,0.955,95.6178,29.31,20.67,13.94,94.01,523568,11.2523,29.43,29.27,29.38,29.15,29.5,30.13,22.14,21.44,21.8,21.09,21.68,21.73,20.36,20.69,35.77,23.99,21.58,13.24,94.51,93.59,94.06,94.04,93.26,92.3,0.7636056442085067,0.5675839575845996,0.7636056442085067,0.7636056442085067,0.848868055556721,0.5675839575845996,0.848868055556721,1.0002641656503337,0.7636056442085067,0.5770627015391433,1.014034312192812,0.9406320632603132,0.702437227467038,0.7180836658499768,0.7961586894603683,-0.8660254037844386,0.5000000000000001,0,0,0,1.1529005381414315,1.1510676853309467,1.4691561683187553,1.117957294931886,1.2439720604897888,1.3325506986099442,8.639999999999997,24.990000000000002,-5.505000000000001,0.19602168662390718,-0.1770264190518065,0.11782482133886796,0.0,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2017,11,0,0.0,95.6178,28.05,20.58,18.9,94.05,523568,11.2523,29.31,29.43,29.27,29.38,29.15,29.5,20.67,22.14,21.44,21.8,21.09,21.68,13.94,20.36,20.69,35.77,23.99,21.58,94.01,94.51,93.59,94.06,94.04,93.26,0.670390193437329,0.7636056442085067,0.5675839575845996,0.7636056442085067,0.7636056442085067,0.848868055556721,0.5675839575845996,0.848868055556721,1.0002641656503337,0.7636056442085067,0.5770627015391433,1.014034312192812,0.670390193437329,0.7334890598433231,0.7730937297642505,-0.5000000000000004,0.8660254037844384,0,0,1,1.2557204954596461,1.1529005381414315,1.1510676853309467,1.4691561683187553,1.117957294931886,1.2439720604897888,7.470000000000002,24.314999999999998,-0.297500000000003,-0.09321545077117777,-0.34364411875548295,-0.05430312698501316,0.0635216943538548,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2017,12,5,0.955,95.6178,30.86,21.51,15.72,92.81,523568,11.2523,28.05,29.31,29.43,29.27,29.38,29.15,20.58,20.67,22.14,21.44,21.8,21.09,18.9,13.94,20.36,20.69,35.77,23.99,94.05,94.01,94.51,93.59,94.06,94.04,0.0,0.670390193437329,0.7636056442085067,0.5675839575845996,0.7636056442085067,0.7636056442085067,0.848868055556721,0.5675839575845996,0.848868055556721,1.0002641656503337,0.7636056442085067,0.5770627015391433,0.5308243102726797,0.6203076343829876,0.7031305141688465,-2.4492935982947064e-16,1.0,0,0,1,0.9004187693835701,1.2557204954596461,1.1529005381414315,1.1510676853309467,1.4691561683187553,1.117957294931886,9.349999999999998,26.185000000000002,-3.1641666666666683,-0.670390193437329,-0.5770627015391433,-0.5130572479019097,-0.5673603748869228,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,1,5,0.9349,95.8504,30.26,20.75,19.0,92.96,534826,11.4942,30.86,28.05,29.31,29.43,29.27,29.38,21.51,20.58,20.67,22.14,21.44,21.8,15.72,18.9,13.94,20.36,20.69,35.77,92.81,94.05,94.01,94.51,93.59,94.06,0.670390193437329,0.0,0.670390193437329,0.7636056442085067,0.5675839575845996,0.7636056442085067,0.7636056442085067,0.848868055556721,0.5675839575845996,0.848868055556721,1.0002641656503337,0.7636056442085067,0.4926616531383195,0.6030401077538017,0.7102910477256232,0.49999999999999994,0.8660254037844387,0,0,1,1.0423005750998273,0.9004187693835701,1.2557204954596461,1.1529005381414315,1.1510676853309467,1.4691561683187553,9.510000000000002,25.505000000000003,0.404166666666665,0.670390193437329,-0.09321545077117777,0.5130572479019097,0.0,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,2,9,1.6828,95.8504,30.35,20.49,9.39,89.54,534826,11.4942,30.26,30.86,28.05,29.31,29.43,29.27,20.75,21.51,20.58,20.67,22.14,21.44,19.0,15.72,18.9,13.94,20.36,20.69,92.96,92.81,94.05,94.01,94.51,93.59,0.660055645559746,0.670390193437329,0.0,0.670390193437329,0.7636056442085067,0.5675839575845996,0.7636056442085067,0.7636056442085067,0.848868055556721,0.5675839575845996,0.848868055556721,1.0002641656503337,0.4885595647118184,0.5836019954474819,0.7016071274150354,0.8660254037844386,0.5000000000000001,0,0,1,1.0065944608977526,1.0423005750998273,0.9004187693835701,1.2557204954596461,1.1529005381414315,1.1510676853309467,9.860000000000003,25.42,-9.866666666666667,-0.010334547877582922,-0.34020852009058766,-0.006206124673754254,0.5068511232281554,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,3,7,1.3088,95.8504,31.49,20.25,9.68,90.68,534826,11.4942,30.35,30.26,30.86,28.05,29.31,29.43,20.49,20.75,21.51,20.58,20.67,22.14,9.39,19.0,15.72,18.9,13.94,20.36,89.54,92.96,92.81,94.05,94.01,94.51,0.9868610252434451,0.660055645559746,0.670390193437329,0.0,0.670390193437329,0.7636056442085067,0.5675839575845996,0.7636056442085067,0.7636056442085067,0.848868055556721,0.5675839575845996,0.848868055556721,0.7843124183120367,0.6655789790907393,0.700110381111085,1.0,6.123233995736766e-17,0,0,1,0.8518730923189999,1.0065944608977526,1.0423005750998273,0.9004187693835701,1.2557204954596461,1.1529005381414315,11.239999999999998,25.869999999999997,-9.718333333333337,0.32680537968369905,0.13799296968672414,0.17970489589418281,0.17349877122042856,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,4,4,0.7479,95.8504,29.73,21.2,14.51,93.42,534826,11.4942,31.49,30.35,30.26,30.86,28.05,29.31,20.25,20.49,20.75,21.51,20.58,20.67,9.68,9.39,19.0,15.72,18.9,13.94,90.68,89.54,92.96,92.81,94.05,94.01,0.8367279090374694,0.9868610252434451,0.660055645559746,0.670390193437329,0.0,0.670390193437329,0.7636056442085067,0.5675839575845996,0.7636056442085067,0.7636056442085067,0.848868055556721,0.5675839575845996,0.836742346447687,0.6794285084190074,0.6989428531565218,0.8660254037844387,-0.4999999999999998,0,0,0,0.813223880053452,0.8518730923189999,1.0065944608977526,1.0423005750998273,0.9004187693835701,1.2557204954596461,8.530000000000001,25.465,-4.011666666666665,-0.1501331162059757,0.26914395145286985,-0.0785703408780114,0.10113455501617141,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,5,1,0.187,95.8504,29.22,21.95,19.4,94.8,534826,11.4942,29.73,31.49,30.35,30.26,30.86,28.05,21.2,20.25,20.49,20.75,21.51,20.58,14.51,9.68,9.39,19.0,15.72,18.9,93.42,90.68,89.54,92.96,92.81,94.05,0.5584150673589038,0.8367279090374694,0.9868610252434451,0.660055645559746,0.670390193437329,0.0,0.670390193437329,0.7636056442085067,0.5675839575845996,0.7636056442085067,0.7636056442085067,0.848868055556721,0.8093734495280775,0.6617769052579998,0.6982756739941751,0.49999999999999994,-0.8660254037844387,0,0,0,1.0312846965002196,0.813223880053452,0.8518730923189999,1.0065944608977526,1.0423005750998273,0.9004187693835701,7.27,25.585,0.7724999999999973,-0.2783128416785656,-0.2904529881978172,-0.16431635590514326,-0.24288669678315467,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,6,3,0.5609,95.8504,29.37,21.58,29.63,94.29,534826,11.4942,29.22,29.73,31.49,30.35,30.26,30.86,21.95,21.2,20.25,20.49,20.75,21.51,19.4,14.51,9.68,9.39,19.0,15.72,94.8,93.42,90.68,89.54,92.96,92.81,0.17142911562753096,0.5584150673589038,0.8367279090374694,0.9868610252434451,0.660055645559746,0.670390193437329,0.0,0.670390193437329,0.7636056442085067,0.5675839575845996,0.7636056442085067,0.7636056442085067,0.5584150673589037,0.6777289278315647,0.6494303751146724,1.2246467991473532e-16,-1.0,0,0,0,0.8613275537988686,1.0312846965002196,0.813223880053452,0.8518730923189999,1.0065944608977526,1.0423005750998273,7.790000000000003,25.475,11.184166666666666,-0.38698595173137285,-0.5921765285809758,-0.28544485256430996,-0.4497612084694532,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,7,6,1.1219,95.8504,29.17,22.06,18.61,94.16,534826,11.4942,29.37,29.22,29.73,31.49,30.35,30.26,21.58,21.95,21.2,20.25,20.49,20.75,29.63,19.4,14.51,9.68,9.39,19.0,94.29,94.8,93.42,90.68,89.54,92.96,0.44526257798223046,0.17142911562753096,0.5584150673589038,0.8367279090374694,0.9868610252434451,0.660055645559746,0.670390193437329,0.0,0.670390193437329,0.7636056442085067,0.5675839575845996,0.7636056442085067,0.40453133894807325,0.6438081157721284,0.6236318511870667,-0.4999999999999997,-0.8660254037844388,0,0,0,1.0476698099305348,0.8613275537988686,1.0312846965002196,0.813223880053452,0.8518730923189999,1.0065944608977526,7.110000000000003,25.615000000000002,-0.3058333333333323,0.2738334623546995,-0.3183430662262763,0.2100665501479708,-0.07537830241633914,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,8,7,1.3088,95.8504,29.88,21.55,15.9,92.85,534826,11.4942,29.17,29.37,29.22,29.73,31.49,30.35,22.06,21.58,21.95,21.2,20.25,20.49,18.61,29.63,19.4,14.51,9.68,9.39,94.16,94.29,94.8,93.42,90.68,89.54,0.7523119137279168,0.44526257798223046,0.17142911562753096,0.5584150673589038,0.8367279090374694,0.9868610252434451,0.660055645559746,0.670390193437329,0.0,0.670390193437329,0.7636056442085067,0.5675839575845996,0.48444057982127803,0.6600470318130676,0.6225548162804279,-0.8660254037844385,-0.5000000000000004,0,1,0,1.2768979343404925,1.0476698099305348,0.8613275537988686,1.0312846965002196,0.813223880053452,0.8518730923189999,8.329999999999998,25.715,-1.5858333333333317,0.3070493357456864,0.18472795614331727,0.19264498969509458,0.4027115398430654,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,9,5,0.9349,95.8504,29.35,21.63,22.91,94.14,534826,11.4942,29.88,29.17,29.37,29.22,29.73,31.49,21.55,22.06,21.58,21.95,21.2,20.25,15.9,18.61,29.63,19.4,14.51,9.68,92.85,94.16,94.29,94.8,93.42,90.68,0.8367279090374694,0.7523119137279168,0.44526257798223046,0.17142911562753096,0.5584150673589038,0.8367279090374694,0.9868610252434451,0.660055645559746,0.670390193437329,0.0,0.670390193437329,0.7636056442085067,0.691746199644317,0.6273011383224312,0.6466231966632108,-1.0,-1.8369701987210297e-16,0,1,0,1.0263044047846261,1.2768979343404925,1.0476698099305348,0.8613275537988686,1.0312846965002196,0.813223880053452,7.720000000000002,25.490000000000002,5.823333333333334,0.08441599530955257,0.07312226482896267,0.04704966862638782,0.2396946583214824,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,10,7,1.3088,95.8504,28.29,20.24,15.45,93.87,534826,11.4942,29.35,29.88,29.17,29.37,29.22,29.73,21.63,21.55,22.06,21.58,21.95,21.2,22.91,15.9,18.61,29.63,19.4,14.51,94.14,92.85,94.16,94.29,94.8,93.42,0.660055645559746,0.8367279090374694,0.7523119137279168,0.44526257798223046,0.17142911562753096,0.5584150673589038,0.8367279090374694,0.9868610252434451,0.660055645559746,0.670390193437329,0.0,0.670390193437329,0.7522962044130783,0.593455750412941,0.637365759406733,-0.8660254037844386,0.5000000000000001,0,1,0,1.4321038971511848,1.0263044047846261,1.2768979343404925,1.0476698099305348,0.8613275537988686,1.0312846965002196,8.05,24.265,-1.8491666666666688,-0.17667226347772336,-0.010334547877582922,-0.10113455501617141,-0.05408488638978359,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,11,10,1.8698,95.8504,29.01,21.58,23.89,95.6,534826,11.4942,28.29,29.35,29.88,29.17,29.37,29.22,20.24,21.63,21.55,22.06,21.58,21.95,15.45,22.91,15.9,18.61,29.63,19.4,93.87,94.14,92.85,94.16,94.29,94.8,0.8367279090374694,0.660055645559746,0.8367279090374694,0.7523119137279168,0.44526257798223046,0.17142911562753096,0.5584150673589038,0.8367279090374694,0.9868610252434451,0.660055645559746,0.670390193437329,0.0,0.7812343675473147,0.6438081157721284,0.6528328696465565,-0.5000000000000004,0.8660254037844384,0,1,0,1.3262346838588912,1.4321038971511848,1.0263044047846261,1.2768979343404925,1.0476698099305348,0.8613275537988686,7.430000000000003,25.295,6.465,0.17667226347772336,0.8367279090374694,0.10113455501617141,0.0,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2018,12,10,1.8698,95.8504,30.83,20.09,22.1,92.48,534826,11.4942,29.01,28.29,29.35,29.88,29.17,29.37,21.58,20.24,21.63,21.55,22.06,21.58,23.89,15.45,22.91,15.9,18.61,29.63,95.6,93.87,94.14,92.85,94.16,94.29,1.054242340932169,0.8367279090374694,0.660055645559746,0.8367279090374694,0.7523119137279168,0.44526257798223046,0.17142911562753096,0.5584150673589038,0.8367279090374694,0.9868610252434451,0.660055645559746,0.670390193437329,0.8633820984409748,0.781241998193516,0.7308242349361216,-2.4492935982947064e-16,1.0,0,1,0,1.3344570591379148,1.3262346838588912,1.4321038971511848,1.0263044047846261,1.2768979343404925,1.0476698099305348,10.739999999999998,25.46,4.259166666666669,0.21751443189469966,0.3838521474948401,0.11192141117684551,0.21305596619301692,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,1,8,1.4644,96.0786,31.4,20.16,5.16,89.02,546291,11.7406,30.83,29.01,28.29,29.35,29.88,29.17,20.09,21.58,20.24,21.63,21.55,22.06,22.1,23.89,15.45,22.91,15.9,18.61,92.48,95.6,93.87,94.14,92.85,94.16,1.054242340932169,1.054242340932169,0.8367279090374694,0.660055645559746,0.8367279090374694,0.7523119137279168,0.44526257798223046,0.17142911562753096,0.5584150673589038,0.8367279090374694,0.9868610252434451,0.660055645559746,0.986861025243445,0.8764404872741942,0.7668738300194089,0.49999999999999994,0.8660254037844387,0,1,0,1.7617068228433403,1.3344570591379148,1.3262346838588912,1.4321038971511848,1.0263044047846261,1.2768979343404925,11.239999999999998,25.78,-13.212499999999999,0.0,0.394186695372423,0.0,0.11192141117684551,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,2,11,2.0136,96.0786,31.04,22.1,13.21,90.25,546291,11.7406,31.4,30.83,29.01,28.29,29.35,29.88,20.16,20.09,21.58,20.24,21.63,21.55,5.16,22.1,23.89,15.45,22.91,15.9,89.02,92.48,95.6,93.87,94.14,92.85,0.9019483701582786,1.054242340932169,1.054242340932169,0.8367279090374694,0.660055645559746,0.8367279090374694,0.7523119137279168,0.44526257798223046,0.17142911562753096,0.5584150673589038,0.8367279090374694,0.9868610252434451,1.0060095515420244,0.8999241944538573,0.7871610659921928,0.8660254037844386,0.5000000000000001,0,1,0,1.3123427869917703,1.7617068228433403,1.3344570591379148,1.3262346838588912,1.4321038971511848,1.0263044047846261,8.939999999999998,26.57,-4.009166666666665,-0.1522939707738905,-0.08491265508516654,-0.07702827069359997,-0.07702827069359997,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,3,10,1.8305,96.0786,31.35,21.47,5.3,90.16,546291,11.7406,31.04,31.4,30.83,29.01,28.29,29.35,22.1,20.16,20.09,21.58,20.24,21.63,13.21,5.16,22.1,23.89,15.45,22.91,90.25,89.02,92.48,95.6,93.87,94.14,1.1031353773956942,0.9019483701582786,1.054242340932169,1.054242340932169,0.8367279090374694,0.660055645559746,0.8367279090374694,0.7523119137279168,0.44526257798223046,0.17142911562753096,0.5584150673589038,0.8367279090374694,1.0233857424256392,0.946580658364978,0.7996295666857024,1.0,6.123233995736766e-17,0,1,0,1.3096202788071405,1.3123427869917703,1.7617068228433403,1.3344570591379148,1.3262346838588912,1.4321038971511848,9.880000000000003,26.41,-12.2375,0.20118700723741567,0.2664074683582248,0.10055044938553681,0.023522178691936846,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,4,15,2.7458,96.0786,30.06,22.14,16.67,93.05,546291,11.7406,31.35,31.04,31.4,30.83,29.01,28.29,21.47,22.1,20.16,20.09,21.58,20.24,5.3,13.21,5.16,22.1,23.89,15.45,90.16,90.25,89.02,92.48,95.6,93.87,1.0404533744945774,1.1031353773956942,0.9019483701582786,1.054242340932169,1.054242340932169,0.8367279090374694,0.660055645559746,0.8367279090374694,0.7523119137279168,0.44526257798223046,0.17142911562753096,0.5584150673589038,1.0186667984910214,1.0028903574391337,0.8189828914070987,0.8660254037844387,-0.4999999999999998,0,1,0,1.5193673153442526,1.3096202788071405,1.3123427869917703,1.7617068228433403,1.3344570591379148,1.3262346838588912,7.919999999999998,26.1,-0.5024999999999977,-0.0626820029011168,0.48203830713567364,-0.03025724254986517,0.07029320683567164,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,5,19,3.478,96.0786,30.29,22.4,26.54,94.46,546291,11.7406,30.06,31.35,31.04,31.4,30.83,29.01,22.14,21.47,22.1,20.16,20.09,21.58,16.67,5.3,13.21,5.16,22.1,23.89,93.05,90.16,90.25,89.02,92.48,95.6,1.3206352123136165,1.0404533744945774,1.1031353773956942,0.9019483701582786,1.054242340932169,1.054242340932169,0.8367279090374694,0.660055645559746,0.8367279090374694,0.7523119137279168,0.44526257798223046,0.17142911562753096,1.1620981726441943,1.0870962327068623,0.8898167001652014,0.49999999999999994,-0.8660254037844387,0,1,0,1.40467440840132,1.5193673153442526,1.3096202788071405,1.3123427869917703,1.7617068228433403,1.3344570591379148,7.890000000000001,26.345,9.1875,0.28018183781903905,1.1492060966860855,0.12866892105007166,0.09841167850020649,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,6,16,2.9288,96.0786,30.3,22.52,27.6,94.64,546291,11.7406,30.29,30.06,31.35,31.04,31.4,30.83,22.4,22.14,21.47,22.1,20.16,20.09,26.54,16.67,5.3,13.21,5.16,22.1,94.46,93.05,90.16,90.25,89.02,92.48,1.499176518176563,1.3206352123136165,1.0404533744945774,1.1031353773956942,0.9019483701582786,1.054242340932169,1.054242340932169,0.8367279090374694,0.660055645559746,0.8367279090374694,0.7523119137279168,0.44526257798223046,1.3042072038717067,1.1736218384055783,0.9965549534732088,1.2246467991473532e-16,-1.0,0,1,0,1.8132436883917242,1.40467440840132,1.5193673153442526,1.3096202788071405,1.3123427869917703,1.7617068228433403,7.780000000000001,26.41,9.6525,0.1785413058629466,1.0539139401943327,0.07412033826976361,0.20278925931983527,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,7,19,3.478,96.0786,29.99,21.22,19.32,93.84,546291,11.7406,30.3,30.29,30.06,31.35,31.04,31.4,22.52,22.4,22.14,21.47,22.1,20.16,27.6,26.54,16.67,5.3,13.21,5.16,94.64,94.46,93.05,90.16,90.25,89.02,1.3683340357428977,1.499176518176563,1.3206352123136165,1.0404533744945774,1.1031353773956942,0.9019483701582786,1.054242340932169,1.054242340932169,0.8367279090374694,0.660055645559746,0.8367279090374694,0.7523119137279168,1.3989308499950222,1.2267660532910836,1.066866457732931,-0.4999999999999997,-0.8660254037844388,0,0,0,2.261634617998306,1.8132436883917242,1.40467440840132,1.5193673153442526,1.3096202788071405,1.3123427869917703,8.77,25.604999999999997,1.5416666666666679,-0.13084248243366536,0.6160221220149809,-0.053774515418257174,0.020345822851506434,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,8,17,3.1119,96.0786,30.0,19.97,26.86,93.77,546291,11.7406,29.99,30.3,30.29,30.06,31.35,31.04,21.22,22.52,22.4,22.14,21.47,22.1,19.32,27.6,26.54,16.67,5.3,13.21,93.84,94.64,94.46,93.05,90.16,90.25,1.499176518176563,1.3683340357428977,1.499176518176563,1.3206352123136165,1.0404533744945774,1.1031353773956942,0.9019483701582786,1.054242340932169,1.054242340932169,0.8367279090374694,0.660055645559746,0.8367279090374694,1.4574360333910337,1.320630762875914,1.1322404696480939,-0.8660254037844385,-0.5000000000000004,0,0,0,1.9207095503189673,2.261634617998306,1.8132436883917242,1.40467440840132,1.5193673153442526,1.3096202788071405,10.030000000000001,24.985,9.022499999999997,0.13084248243366536,0.6624486091390936,0.053774515418257174,0.0,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,9,47,8.6035,96.0786,29.27,21.32,23.77,94.51,546291,11.7406,30.0,29.99,30.3,30.29,30.06,31.35,19.97,21.22,22.52,22.4,22.14,21.47,26.86,19.32,27.6,26.54,16.67,5.3,93.77,93.84,94.64,94.46,93.05,90.16,1.413885208791003,1.499176518176563,1.3683340357428977,1.499176518176563,1.3206352123136165,1.0404533744945774,1.1031353773956942,0.9019483701582786,1.054242340932169,1.054242340932169,0.8367279090374694,0.660055645559746,1.4286112377469191,1.3683425200617556,1.1795340969988948,-1.0,-1.8369701987210297e-16,0,0,0,1.8546194991537328,1.9207095503189673,2.261634617998306,1.8132436883917242,1.40467440840132,1.5193673153442526,7.949999999999999,25.295,5.019166666666667,-0.08529130938556007,0.7538295632312569,-0.03472371562048826,0.019050799797768914,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,10,13,2.3797,96.0786,28.76,21.74,23.37,95.46,546291,11.7406,29.27,30.0,29.99,30.3,30.29,30.06,21.32,19.97,21.22,22.52,22.4,22.14,23.77,26.86,19.32,27.6,26.54,16.67,94.51,93.77,93.84,94.64,94.46,93.05,2.2621276153627696,1.413885208791003,1.499176518176563,1.3683340357428977,1.499176518176563,1.3206352123136165,1.0404533744945774,1.1031353773956942,0.9019483701582786,1.054242340932169,1.054242340932169,0.8367279090374694,1.8024466022831735,1.6209052438749945,1.35889961145989,-0.8660254037844386,0.5000000000000001,0,0,0,1.8813614691359832,1.8546194991537328,1.9207095503189673,2.261634617998306,1.8132436883917242,1.40467440840132,7.020000000000003,25.25,4.547499999999999,0.8482424065717666,1.4253997063253,0.3011420559866794,0.26641834036619116,1,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,11,13,2.3797,96.0786,29.17,21.93,21.76,94.78,546291,11.7406,28.76,29.27,30.0,29.99,30.3,30.29,21.74,21.32,19.97,21.22,22.52,22.4,23.37,23.77,26.86,19.32,27.6,26.54,95.46,94.51,93.77,93.84,94.64,94.46,1.2177869481593069,2.2621276153627696,1.413885208791003,1.499176518176563,1.3683340357428977,1.499176518176563,1.3206352123136165,1.0404533744945774,1.1031353773956942,0.9019483701582786,1.054242340932169,1.054242340932169,1.7401795840696899,1.6087676878837958,1.3815707222834772,-0.5000000000000004,0.8660254037844384,0,1,0,1.5324056687631318,1.8813614691359832,1.8546194991537328,1.9207095503189673,2.261634617998306,1.8132436883917242,7.240000000000002,25.55,2.2775,-1.0443406672034627,0.16354460722713782,-0.38586979676914945,-0.08472774078247003,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2019,12,13,2.3797,96.0786,29.29,22.34,24.45,95.42,546291,11.7406,29.17,28.76,29.27,30.0,29.99,30.3,21.93,21.74,21.32,19.97,21.22,22.52,21.76,23.37,23.77,26.86,19.32,27.6,94.78,95.46,94.51,93.77,93.84,94.64,1.2177869481593069,1.2177869481593069,2.2621276153627696,1.413885208791003,1.499176518176563,1.3683340357428977,1.499176518176563,1.3206352123136165,1.0404533744945774,1.1031353773956942,0.9019483701582786,1.054242340932169,1.6964042884111998,1.5714452449240048,1.3921873797932383,-2.4492935982947064e-16,1.0,0,1,0,1.644071196328451,1.5324056687631318,1.8813614691359832,1.8546194991537328,1.9207095503189673,2.261634617998306,6.949999999999999,25.814999999999998,5.145,0.0,0.16354460722713782,0.0,-0.38586979676914945,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2020,1,22,3.9444,96.3026,32.4,22.16,15.06,90.17,557756,11.987,29.29,29.17,28.76,29.27,30.0,29.99,22.34,21.93,21.74,21.32,19.97,21.22,24.45,21.76,23.37,23.77,26.86,19.32,95.42,94.78,95.46,94.51,93.77,93.84,1.2177869481593069,1.2177869481593069,1.2177869481593069,2.2621276153627696,1.413885208791003,1.499176518176563,1.3683340357428977,1.499176518176563,1.3206352123136165,1.0404533744945774,1.1031353773956942,0.9019483701582786,1.2177869481593069,1.5522500863969115,1.4026925069295269,0.49999999999999994,0.8660254037844387,1,1,0,1.99715987106503,1.644071196328451,1.5324056687631318,1.8813614691359832,1.8546194991537328,1.9207095503189673,10.239999999999998,27.28,-4.440833333333332,0.0,0.3158385780010283,0.0,0.0,0,0,0,0,0,1,0,0,0,0
COL,Colombia,CHOCO,2020,2,33,5.9166,96.3026,33.05,21.67,12.9,88.92,557756,11.987,32.4,29.29,29.17,28.76,29.27,30.0,22.16,22.34,21.93,21.74,21.32,19.97,15.06,24.45,21.76,23.37,23.77,26.86,90.17,95.42,94.78,95.46,94.51,93.77,1.598255623031531,1.2177869481593069,1.2177869481593069,1.2177869481593069,2.2621276153627696,1.413885208791003,1.499176518176563,1.3683340357428977,1.499176518176563,1.3206352123136165,1.0404533744945774,1.1031353773956942,1.361301286728726,1.5685777227399744,1.4522693500434236,0.8660254037844386,0.5000000000000001,1,0,0,1.9712158141087353,1.99715987106503,1.644071196328451,1.5324056687631318,1.8813614691359832,1.8546194991537328,11.379999999999995,27.36,-7.4258333333333315,0.38046867487222413,0.4951202456358368,0.15833047716501314,0.15833047716501314,1,0,0,0,0,1,0,0,0,0
