iso_a0,pais,adm_1_name,ano,mes,casos_dengue,incidencia_dengue,agua_basica,tmax_promedio,tmin_promedio,precipitacion,humedad_promedio,poblacion,densidad_poblacion,tmax_lag1,tmax_lag2,tmax_lag3,tmax_lag4,tmax_lag5,tmax_lag6,tmin_lag1,tmin_lag2,tmin_lag3,tmin_lag4,tmin_lag5,tmin_lag6,precipitacion_lag1,precipitacion_lag2,precipitacion_lag3,precipitacion_lag4,precipitacion_lag5,precipitacion_lag6,humedad_lag1,humedad_lag2,humedad_lag3,humedad_lag4,humedad_lag5,humedad_lag6,incidencia_lag1,incidencia_lag2,incidencia_lag3,incidencia_lag4,incidencia_lag5,incidencia_lag6,incidencia_lag7,incidencia_lag8,incidencia_lag9,incidencia_lag10,incidencia_lag11,incidencia_lag12,incidencia_roll3,incidencia_roll6,incidencia_roll12,mes_sin,mes_cos,indicador_covid,indicador_nino,indicador_nina,incidencia_vecinos_lag1,incidencia_vecinos_lag2,incidencia_vecinos_lag3,incidencia_vecinos_lag4,incidencia_vecinos_lag5,incidencia_vecinos_lag6,amplitud_termica,temperatura_media,precipitacion_anomalia,aceleracion_incidencia,cambio_interanual,tendencia_1m,tendencia_3m,fase_ascendente,indicador_brote,pais_ARG,pais_BOL,pais_BRA,pais_COL,pais_ECU,pais_MEX,pais_PAN,pais_PER,nino34_index,nino12_index,nino34_lag1,nino34_lag2,nino34_lag3,nino12_lag1,nino12_lag2,nino12_lag3
ARG,Argentina,BUENOS AIRES,2015,1,0,0.0,98.9823,30.21,16.61,5.04,73.07,16416297,80749.1244,30.3,27.12,28.63,20.72,22.52,18.01,15.11,12.42,11.21,10.78,6.55,5.4,2.4,6.88,5.92,5.44,0.82,4.7,70.86,71.2,77.26,76.78,79.01,83.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.8660254037844387,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,23.41,0.5774999999999997,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.51,0.06,0.63,0.75,0.43,-0.11,0.74,0.39
ARG,Argentina,BUENOS AIRES,2015,2,0,0.0,98.9823,30.17,15.78,1.07,69.64,16416297,80749.1244,30.21,30.3,27.12,28.63,20.72,22.52,16.61,15.11,12.42,11.21,10.78,6.55,5.04,2.4,6.88,5.92,5.44,0.82,73.07,70.86,71.2,77.26,76.78,79.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,14.390000000000002,22.975,-3.285,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.75,-0.57,0.51,0.63,0.75,0.06,-0.11,0.74
ARG,Argentina,BUENOS AIRES,2015,3,0,0.0,98.9823,29.54,15.75,1.01,69.98,16416297,80749.1244,30.17,30.21,30.3,27.12,28.63,20.72,15.78,16.61,15.11,12.42,11.21,10.78,1.07,5.04,2.4,6.88,5.92,5.44,69.64,73.07,70.86,71.2,77.26,76.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,22.645,-2.7558333333333334,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.44,0.13,0.75,0.51,0.63,-0.57,0.06,-0.11
ARG,Argentina,BUENOS AIRES,2015,4,0,0.0,98.9823,27.48,15.34,1.86,70.62,16416297,80749.1244,29.54,30.17,30.21,30.3,27.12,28.63,15.75,15.78,16.61,15.11,12.42,11.21,1.01,1.07,5.04,2.4,6.88,5.92,69.98,69.64,73.07,70.86,71.2,77.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,12.14,21.41,-1.6000000000000003,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.82,0.96,0.44,0.75,0.51,0.13,-0.57,0.06
ARG,Argentina,BUENOS AIRES,2015,5,0,0.0,98.9823,24.09,11.02,1.12,77.84,16416297,80749.1244,27.48,29.54,30.17,30.21,30.3,27.12,15.34,15.75,15.78,16.61,15.11,12.42,1.86,1.01,1.07,5.04,2.4,6.88,70.62,69.98,69.64,73.07,70.86,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,-0.8660254037844387,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,13.07,17.555,-2.230833333333333,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.83,1.34,0.82,0.44,0.75,0.96,0.13,-0.57
ARG,Argentina,BUENOS AIRES,2015,6,0,0.0,98.9823,21.92,5.7,1.6,76.56,16416297,80749.1244,24.09,27.48,29.54,30.17,30.21,30.3,11.02,15.34,15.75,15.78,16.61,15.11,1.12,1.86,1.01,1.07,5.04,2.4,77.84,70.62,69.98,69.64,73.07,70.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,16.220000000000002,13.81,-1.5199999999999996,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1.02,1.91,0.83,0.82,0.44,1.34,0.96,0.13
ARG,Argentina,BUENOS AIRES,2015,7,0,0.0,98.9823,20.8,5.99,1.7,79.46,16416297,80749.1244,21.92,24.09,27.48,29.54,30.17,30.21,5.7,11.02,15.34,15.75,15.78,16.61,1.6,1.12,1.86,1.01,1.07,5.04,76.56,77.84,70.62,69.98,69.64,73.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,13.395,-1.4549999999999998,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1.26,2.48,1.02,0.83,0.82,1.91,1.34,0.96
ARG,Argentina,BUENOS AIRES,2015,8,0,0.0,98.9823,21.12,8.13,6.26,81.76,16416297,80749.1244,20.8,21.92,24.09,27.48,29.54,30.17,5.99,5.7,11.02,15.34,15.75,15.78,1.7,1.6,1.12,1.86,1.01,1.07,79.46,76.56,77.84,70.62,69.98,69.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,12.99,14.625,3.355,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1.65,1.8,1.26,1.02,0.83,2.48,1.91,1.34
ARG,Argentina,BUENOS AIRES,2015,9,0,0.0,98.9823,19.73,5.88,1.02,71.74,16416297,80749.1244,21.12,20.8,21.92,24.09,27.48,29.54,8.13,5.99,5.7,11.02,15.34,15.75,6.26,1.7,1.6,1.12,1.86,1.01,81.76,79.46,76.56,77.84,70.62,69.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210294e-16,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,12.805,-2.338333333333333,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1.79,2.26,1.65,1.26,1.02,1.8,2.48,1.91
ARG,Argentina,BUENOS AIRES,2015,10,0,0.0,98.9823,23.4,6.31,2.35,76.88,16416297,80749.1244,19.73,21.12,20.8,21.92,24.09,27.48,5.88,8.13,5.99,5.7,11.02,15.34,1.02,6.26,1.7,1.6,1.12,1.86,71.74,81.76,79.46,76.56,77.84,70.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,17.09,14.855,-0.6400000000000001,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,2.21,2.2,1.79,1.65,1.26,2.26,1.8,2.48
ARG,Argentina,BUENOS AIRES,2015,11,0,0.0,98.9823,26.22,13.55,5.57,69.01,16416297,80749.1244,23.4,19.73,21.12,20.8,21.92,24.09,6.31,5.88,8.13,5.99,5.7,11.02,2.35,1.02,6.26,1.7,1.6,1.12,76.88,71.74,81.76,79.46,76.56,77.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,12.669999999999998,19.885,2.8775,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,2.72,2.04,2.21,1.79,1.65,2.2,2.26,1.8
ARG,Argentina,BUENOS AIRES,2015,12,0,0.0,98.9823,31.41,14.04,1.96,68.96,16416297,80749.1244,26.22,23.4,19.73,21.12,20.8,21.92,13.55,6.31,5.88,8.13,5.99,5.7,5.57,2.35,1.02,6.26,1.7,1.6,69.01,76.88,71.74,81.76,79.46,76.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,17.37,22.725,-0.6233333333333335,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,2.39,2.1,2.72,2.21,1.79,2.04,2.2,2.26
ARG,Argentina,BUENOS AIRES,2016,1,0,0.0,99.0414,32.7,20.63,1.56,67.12,16574540,81527.4963,31.41,26.22,23.4,19.73,21.12,20.8,14.04,13.55,6.31,5.88,8.13,5.99,1.96,5.57,2.35,1.02,6.26,1.7,68.96,69.01,76.88,71.74,81.76,79.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.8660254037844387,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,12.070000000000004,26.665,-0.9866666666666668,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,2.47,1.21,2.39,2.72,2.21,2.1,2.04,2.2
ARG,Argentina,BUENOS AIRES,2016,2,0,0.0,99.0414,31.77,18.3,5.14,70.28,16574540,81527.4963,32.7,31.41,26.22,23.4,19.73,21.12,20.63,14.04,13.55,6.31,5.88,8.13,1.56,1.96,5.57,2.35,1.02,6.26,67.12,68.96,69.01,76.88,71.74,81.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,13.47,25.035,2.883333333333333,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,2.23,1.01,2.47,2.39,2.72,1.21,2.1,2.04
ARG,Argentina,BUENOS AIRES,2016,3,0,0.0,99.0414,29.2,15.45,2.32,72.91,16574540,81527.4963,31.77,32.7,31.41,26.22,23.4,19.73,18.3,20.63,14.04,13.55,6.31,5.88,5.14,1.56,1.96,5.57,2.35,1.02,70.28,67.12,68.96,69.01,76.88,71.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,22.325,-0.2758333333333338,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1.61,1.11,2.23,2.47,2.39,1.01,1.21,2.1
ARG,Argentina,BUENOS AIRES,2016,4,0,0.0,99.0414,26.43,8.61,6.79,81.11,16574540,81527.4963,29.2,31.77,32.7,31.41,26.22,23.4,15.45,18.3,20.63,14.04,13.55,6.31,2.32,5.14,1.56,1.96,5.57,2.35,72.91,70.28,67.12,68.96,69.01,76.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,17.82,17.52,4.085,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.98,0.45,1.61,2.23,2.47,1.11,1.01,1.21
ARG,Argentina,BUENOS AIRES,2016,5,0,0.0,99.0414,17.67,8.13,1.26,82.04,16574540,81527.4963,26.43,29.2,31.77,32.7,31.41,26.22,8.61,15.45,18.3,20.63,14.04,13.55,6.79,2.32,5.14,1.56,1.96,5.57,81.11,72.91,70.28,67.12,68.96,69.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,-0.8660254037844387,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,9.54,12.900000000000002,-1.8558333333333328,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.27,0.44,0.98,1.61,2.23,0.45,1.11,1.01
ARG,Argentina,BUENOS AIRES,2016,6,0,0.0,99.0414,14.96,5.12,1.05,83.3,16574540,81527.4963,17.67,26.43,29.2,31.77,32.7,31.41,8.13,8.61,15.45,18.3,20.63,14.04,1.26,6.79,2.32,5.14,1.56,1.96,82.04,81.11,72.91,70.28,67.12,68.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,10.04,-2.0775,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.02,0.37,0.27,0.98,1.61,0.44,0.45,1.11
ARG,Argentina,BUENOS AIRES,2016,7,0,0.0,99.0414,15.05,4.99,4.97,85.65,16574540,81527.4963,14.96,17.67,26.43,29.2,31.77,32.7,5.12,8.13,8.61,15.45,18.3,20.63,1.05,1.26,6.79,2.32,5.14,1.56,83.3,82.04,81.11,72.91,70.28,67.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.06,10.02,1.8883333333333328,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.42,0.39,0.02,0.27,0.98,0.37,0.44,0.45
ARG,Argentina,BUENOS AIRES,2016,8,0,0.0,99.0414,21.43,5.89,1.76,80.64,16574540,81527.4963,15.05,14.96,17.67,26.43,29.2,31.77,4.99,5.12,8.13,8.61,15.45,18.3,4.97,1.05,1.26,6.79,2.32,5.14,85.65,83.3,82.04,81.11,72.91,70.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,15.54,13.66,-1.5941666666666665,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.49,0.4,-0.42,0.02,0.27,0.39,0.37,0.44
ARG,Argentina,BUENOS AIRES,2016,9,0,0.0,99.0414,21.93,7.72,1.77,78.05,16574540,81527.4963,21.43,15.05,14.96,17.67,26.43,29.2,5.89,4.99,5.12,8.13,8.61,15.45,1.76,4.97,1.05,1.26,6.79,2.32,80.64,85.65,83.3,82.04,81.11,72.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210294e-16,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,14.21,14.825,-1.2091666666666665,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.43,0.59,-0.49,-0.42,0.02,0.4,0.39,0.37
ARG,Argentina,BUENOS AIRES,2016,10,0,0.0,99.0414,23.76,9.3,3.53,79.79,16574540,81527.4963,21.93,21.43,15.05,14.96,17.67,26.43,7.72,5.89,4.99,5.12,8.13,8.61,1.77,1.76,4.97,1.05,1.26,6.79,78.05,80.64,85.65,83.3,82.04,81.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,14.46,16.53,0.4883333333333333,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.7,0.48,-0.43,-0.49,-0.42,0.59,0.4,0.39
ARG,Argentina,BUENOS AIRES,2016,11,0,0.0,99.0414,27.71,11.51,2.93,69.96,16574540,81527.4963,23.76,21.93,21.43,15.05,14.96,17.67,9.3,7.72,5.89,4.99,5.12,8.13,3.53,1.77,1.76,4.97,1.05,1.26,79.79,78.05,80.64,85.65,83.3,82.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,16.200000000000003,19.61,-0.2099999999999999,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.64,0.26,-0.7,-0.43,-0.49,0.48,0.59,0.4
ARG,Argentina,BUENOS AIRES,2016,12,0,0.0,99.0414,30.89,15.73,3.18,64.47,16574540,81527.4963,27.71,23.76,21.93,21.43,15.05,14.96,11.51,9.3,7.72,5.89,4.99,5.12,2.93,3.53,1.77,1.76,4.97,1.05,69.96,79.79,78.05,80.64,85.65,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,15.16,23.31,0.2600000000000002,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.33,0.42,-0.64,-0.7,-0.43,0.26,0.48,0.59
ARG,Argentina,BUENOS AIRES,2017,1,0,0.0,99.0414,31.1,17.83,3.2,69.07,16732783,82305.8682,30.89,27.71,23.76,21.93,21.43,15.05,15.73,11.51,9.3,7.72,5.89,4.99,3.18,2.93,3.53,1.77,1.76,4.97,64.47,69.96,79.79,78.05,80.64,85.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,13.270000000000003,24.465,0.1783333333333332,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.26,1.07,-0.33,-0.64,-0.7,0.42,0.26,0.48
ARG,Argentina,BUENOS AIRES,2017,2,0,0.0,99.0414,30.54,16.81,4.42,77.13,16732783,82305.8682,31.1,30.89,27.71,23.76,21.93,21.43,17.83,15.73,11.51,9.3,7.72,5.89,3.2,3.18,2.93,3.53,1.77,1.76,69.07,64.47,69.96,79.79,78.05,80.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.73,23.675,1.2616666666666667,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.1,1.14,-0.26,-0.33,-0.64,1.07,0.42,0.26
ARG,Argentina,BUENOS AIRES,2017,3,0,0.0,99.0414,31.74,15.75,2.36,71.88,16732783,82305.8682,30.54,31.1,30.89,27.71,23.76,21.93,16.81,17.83,15.73,11.51,9.3,7.72,4.42,3.2,3.18,2.93,3.53,1.77,77.13,69.07,64.47,69.96,79.79,78.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.989999999999998,23.745,-0.7383333333333333,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.21,1.83,0.1,-0.26,-0.33,1.14,1.07,0.42
ARG,Argentina,BUENOS AIRES,2017,4,0,0.0,99.0414,26.17,11.42,2.93,75.03,16732783,82305.8682,31.74,30.54,31.1,30.89,27.71,23.76,15.75,16.81,17.83,15.73,11.51,9.3,2.36,4.42,3.2,3.18,2.93,3.53,71.88,77.13,69.07,64.47,69.96,79.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.750000000000002,18.795,-0.1716666666666664,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.36,0.77,0.21,0.1,-0.26,1.83,1.14,1.07
ARG,Argentina,BUENOS AIRES,2017,5,0,0.0,99.0414,22.48,10.92,3.62,81.72,16732783,82305.8682,26.17,31.74,30.54,31.1,30.89,27.71,11.42,15.75,16.81,17.83,15.73,11.51,2.93,2.36,4.42,3.2,3.18,2.93,75.03,71.88,77.13,69.07,64.47,69.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,-0.8660254037844387,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.56,16.7,0.8400000000000003,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.42,0.35,0.36,0.21,0.1,0.77,1.83,1.14
ARG,Argentina,BUENOS AIRES,2017,6,0,0.0,99.0414,20.64,6.77,0.05,78.92,16732783,82305.8682,22.48,26.17,31.74,30.54,31.1,30.89,10.92,11.42,15.75,16.81,17.83,15.73,3.62,2.93,2.36,4.42,3.2,3.18,81.72,75.03,71.88,77.13,69.07,64.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.87,13.705,-2.9266666666666667,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.39,-0.03,0.42,0.36,0.21,0.35,0.77,1.83
ARG,Argentina,BUENOS AIRES,2017,7,0,0.0,99.0414,19.47,4.84,3.18,84.57,16732783,82305.8682,20.64,22.48,26.17,31.74,30.54,31.1,6.77,10.92,11.42,15.75,16.81,17.83,0.05,3.62,2.93,2.36,4.42,3.2,78.92,81.72,75.03,71.88,77.13,69.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.63,12.155,0.286666666666667,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.28,-0.32,0.39,0.42,0.36,-0.03,0.35,0.77
ARG,Argentina,BUENOS AIRES,2017,8,0,0.0,99.0414,20.11,8.58,4.74,81.86,16732783,82305.8682,19.47,20.64,22.48,26.17,31.74,30.54,4.84,6.77,10.92,11.42,15.75,16.81,3.18,0.05,3.62,2.93,2.36,4.42,84.57,78.92,81.72,75.03,71.88,77.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.53,14.345,1.9958333333333336,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.06,-0.28,0.28,0.39,0.42,-0.32,-0.03,0.35
ARG,Argentina,BUENOS AIRES,2017,9,0,0.0,99.0414,21.19,9.03,4.7,81.41,16732783,82305.8682,20.11,19.47,20.64,22.48,26.17,31.74,8.58,4.84,6.77,10.92,11.42,15.75,4.74,3.18,0.05,3.62,2.93,2.36,81.86,84.57,78.92,81.72,75.03,71.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.8369701987210294e-16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.160000000000002,15.11,1.7075000000000005,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.32,-0.71,-0.06,0.28,0.39,-0.28,-0.32,-0.03
ARG,Argentina,BUENOS AIRES,2017,10,0,0.0,99.0414,23.03,10.8,3.65,75.1,16732783,82305.8682,21.19,20.11,19.47,20.64,22.48,26.17,9.03,8.58,4.84,6.77,10.92,11.42,4.7,4.74,3.18,0.05,3.62,2.93,81.41,81.86,84.57,78.92,81.72,75.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,16.915,0.4133333333333335,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.37,-1.07,-0.32,-0.06,0.28,-0.71,-0.28,-0.32
ARG,Argentina,BUENOS AIRES,2017,11,0,0.0,99.0414,27.91,12.49,1.33,67.98,16732783,82305.8682,23.03,21.19,20.11,19.47,20.64,22.48,10.8,9.03,8.58,4.84,6.77,10.92,3.65,4.7,4.74,3.18,0.05,3.62,75.1,81.41,81.86,84.57,78.92,81.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,15.42,20.2,-1.9166666666666663,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.91,-1.12,-0.37,-0.32,-0.06,-1.07,-0.71,-0.28
ARG,Argentina,BUENOS AIRES,2017,12,0,0.0,99.0414,33.07,16.27,3.31,68.58,16732783,82305.8682,27.91,23.03,21.19,20.11,19.47,20.64,12.49,10.8,9.03,8.58,4.84,6.77,1.33,3.65,4.7,4.74,3.18,0.05,67.98,75.1,81.41,81.86,84.57,78.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,16.8,24.67,0.1966666666666663,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.93,-1.22,-0.91,-0.37,-0.32,-1.12,-1.07,-0.71
ARG,Argentina,BUENOS AIRES,2018,1,0,0.0,99.0414,32.71,19.53,1.75,66.29,16891025,83084.2351,33.07,27.91,23.03,21.19,20.11,19.47,16.27,12.49,10.8,9.03,8.58,4.84,3.31,1.33,3.65,4.7,4.74,3.18,68.58,67.98,75.1,81.41,81.86,84.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.8660254037844387,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,13.18,26.12,-1.374166666666667,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,-0.7,-0.74,-0.93,-0.91,-0.37,-1.22,-1.12,-1.07
